Lob F Name,Lob L Name,Report,Group,Date,Type,Description,Cost,Principal
Matthew A.,Forck,Jan-13,ENTIRE GENERAL ASSEMBLY,1/16/2013,"Meals, Food, & Beverage","MO State Capitol, Jefferson City, MO ",$289.18 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Apr-13,ENTIRE MISSOURI SENATE,4/10/2013,"Meals, Food, & Beverage","Capitol, Jefferson City",$849.17 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,May-13,"RULES, Standing",5/1/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$171.93 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,May-13,HOUSE MAJORITY CAUCUS,5/7/2013,"Meals, Food, & Beverage","Capitol Ritz, Jefferson City, MO ",$300.00 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,May-13,ENTIRE MISSOURI SENATE,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$500.00 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Trent,Ford,May-13,ENTIRE GENERAL ASSEMBLY,5/15/2013,"Meals, Food, & Beverage",State Capitol,$165.00 ,THE MCCARTHY GROUP
Coni K,Fries,Mar-13,,3/4/2013,"Meals, Food, & Beverage","Fuji Japanese Steak House, 3600 Country Club Drive (Capital Mall), Jeff City",$150.00 ,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY
Coni K,Fries,Mar-13,,3/4/2013,"Meals, Food, & Beverage",NULL,($150.00),BLUE CROSS AND BLUE SHIELD OF KANSAS CITY
Coni K,Fries,Mar-13,"SMALL BUSINESS, INSURANCE AND INDUSTRY - Assigned bills",3/4/2013,"Meals, Food, & Beverage","Fuji Japanese Steak House, 3600 Country Club Drive (Capital Mall), Jeff City/dinner",$150.00 ,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY
Coni K,Fries,Feb-13,"INSURANCE POLICY, Standing",2/4/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Truman/Jefferson Room, 516 S. Country Club Dr., Jefferson City, MO/dinner",$150.00 ,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY
Harry,Gallagher,Feb-13,"LOCAL GOVERNMENT, Standing",2/7/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$289.51 ,"AFFORDABLE EQUITY PARTNERS, INC."
Harry,Gallagher,Feb-13,"JUDICIARY, Standing",2/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$254.23 ,MISSOURI PRESS ASSOCIATION
Harry,Gallagher,Mar-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$292.04 ,MISSOURI ASSOCIATION OF COSMETOLOGY SCHOOLS
Harry,Gallagher,Mar-13,"INTERNATIONAL TRADE, Standing",3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$97.90 ,"GALLAGHER CONSULTANTS, INC."
Harry,Gallagher,Mar-13,ENTIRE MISSOURI HOUSE,3/26/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$419.00 ,GLAZER`S FAMILY OF COMPANIES
Harry,Gallagher,Mar-13,"AGRICULTURE POLICY, Standing",3/26/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$399.15 ,FCS FINANCIAL
Harry,Gallagher,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,Media & Other Advertising,"Missouri State Capitol, Jefferson City, Missouri Society of Accountants Legislative Day","$1,409.88 ",MISSOURI SOCIETY OF ACCOUNTANTS
Harry,Gallagher,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage","Capitol Plaza, Jefferson City, MO/Cocktail Reception","$1,652.43 ",MISSOURI SOCIETY OF ACCOUNTANTS
Harry,Gallagher,Apr-13,"JUDICIARY, Standing",4/3/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$954.18 ,GLAZER`S FAMILY OF COMPANIES
Harry,Gallagher,Apr-13,"GENERAL LAWS, Standing",4/9/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$238.50 ,MISSOURI PRESS ASSOCIATION
Harry,Gallagher,Apr-13,APPROPRIATIONS - Assigned bills,4/10/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$199.47 ,RAI SERVICES COMPANY
Harry,Gallagher,Apr-13,"SMALL BUSINESS, Standing",4/15/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner","$1,043.40 ",GLAZER`S FAMILY OF COMPANIES
Harry,Gallagher,Apr-13,HOUSE MAJORITY CAUCUS,4/16/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$250.00 ,JEFFREY E. SMITH COMPANIES
Harry,Gallagher,May-13,ENTIRE GENERAL ASSEMBLY,5/1/2013,"Meals, Food, & Beverage","Binder Park, Jefferson City, MO/Charity Softball Tournament",$150.00 ,RAI SERVICES COMPANY
Doug,Galloway,Jan-13,HOUSE MAJORITY CAUCUS,1/14/2013,"Meals, Food, & Beverage",Appetizers for inauguration,$100.00 ,CENTURYLINK
Doug,Galloway,Jan-13,SENATE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage",Share of lunch in Capitol,$258.45 ,CENTURYLINK
Doug,Galloway,Jan-13,SENATE MAJORITY CAUCUS,1/28/2013,"Meals, Food, & Beverage",Breakfast for causuc in capitol,$239.55 ,CENTURYLINK
Doug,Galloway,Jan-13,ENTIRE MISSOURI SENATE,1/28/2013,"Meals, Food, & Beverage",coffee in capitol,$185.96 ,CENTURYLINK
Doug,Galloway,Jan-13,ENTIRE MISSOURI SENATE,1/9/2013,"Meals, Food, & Beverage",share of lunch in capitol,$500.00 ,CENTURYLINK
Doug,Galloway,Jan-13,ENTIRE MISSOURI SENATE,1/14/2013,"Meals, Food, & Beverage",beverages during inauguration,$189.50 ,CENTURYLINK
Doug,Galloway,Mar-13,ENTIRE MISSOURI SENATE,3/7/2013,"Meals, Food, & Beverage",dinner in Jefferson City,$145.55 ,CENTURYLINK
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/24/2013,"Meals, Food, & Beverage",At State Capitol,$55.49 ,CENTURYLINK
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/22/2013,"Meals, Food, & Beverage",Coffee in Capitol,$185.96 ,CENTURYLINK
Doug,Galloway,Apr-13,"ELECTIONS, Standing",4/15/2013,"Meals, Food, & Beverage",breakfast in capitol,$129.27 ,CENTURYLINK
Doug,Galloway,Apr-13,HOUSE MINORITY CAUCUS,4/15/2013,"Meals, Food, & Beverage",coffee for capitol,$300.00 ,CENTURYLINK
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/9/2013,"Meals, Food, & Beverage",reception in capitol,$214.16 ,CENTURYLINK
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/24/2013,"Meals, Food, & Beverage",reception in capitol,$155.80 ,CENTURYLINK
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/25/2013,"Meals, Food, & Beverage",coffee in capitol,$185.96 ,CENTURYLINK
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/25/2013,"Meals, Food, & Beverage",NULL,($185.96),CENTURYLINK
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/24/2013,"Meals, Food, & Beverage",NULL,($55.49),CENTURYLINK
Doug,Galloway,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,"Meals, Food, & Beverage",Reception in Jefferson City,$887.97 ,CENTURYLINK
Doug,Galloway,May-13,ENTIRE MISSOURI SENATE,5/16/2013,"Meals, Food, & Beverage",reception in capitol,$213.85 ,CENTURYLINK
Michelle R.,Galloway,Feb-13,"UTILITIES, Standing",2/5/2013,"Meals, Food, & Beverage",Educational dinner held at Doubletree hotel in Jeff City,"$3,788.58 ",MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/14/2013,"Meals, Food, & Beverage",Fruit for the entire house in the cap Funderburk office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/19/2013,"Meals, Food, & Beverage",fruit for entire house in funderburk office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/21/2013,"Meals, Food, & Beverage",fruit for entire house in funderburk office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/26/2013,"Meals, Food, & Beverage",fruit for the entire cap in funderburk office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/28/2013,"Meals, Food, & Beverage",fruit for the entire house in funderburks office in the cap,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Jan-13,"RULES, Standing",1/11/2013,"Meals, Food, & Beverage",Catered lunch at MO State Cap,$292.63 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/2/2013,"Meals, Food, & Beverage",Fruit basket in Mo state capitol,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/9/2013,"Meals, Food, & Beverage",fruit basket in mo state cap,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/16/2013,"Meals, Food, & Beverage",fruit basket in missouri state cap,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/23/2013,"Meals, Food, & Beverage",fruit basket in mo state capitol,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/30/2013,"Meals, Food, & Beverage",fruit basket in Mo state capitol,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,May-13,ENTIRE MISSOURI HOUSE,5/7/2013,"Meals, Food, & Beverage",fruit for entire house Mo State Cap,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,May-13,ENTIRE MISSOURI HOUSE,5/14/2013,"Meals, Food, & Beverage",fruit for house in mo state cap,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Mar-13,ENTIRE GENERAL ASSEMBLY,3/5/2013,"Meals, Food, & Beverage",Meal served in Cap Rotunda,"$3,047.54 ",MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Mar-13,ENTIRE MISSOURI HOUSE,3/4/2013,"Meals, Food, & Beverage",Fruit for Reps in funderburks office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Mar-13,ENTIRE MISSOURI HOUSE,3/11/2013,"Meals, Food, & Beverage",fruit for reps in funderburks office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Mar-13,ENTIRE MISSOURI HOUSE,3/18/2013,"Meals, Food, & Beverage",fruit for reps in funderburks office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Michelle R.,Galloway,Mar-13,ENTIRE MISSOURI HOUSE,3/25/2013,"Meals, Food, & Beverage",fruit for reps in funderburks office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
William A,Gamble,Mar-13,ENTIRE MISSOURI SENATE,3/7/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$74.92 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Mar-13,ENTIRE MISSOURI SENATE,3/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$74.92 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Mar-13,ENTIRE MISSOURI SENATE,3/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$74.91 ,MISSOURI DENTAL ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$61.99 ,MISSOURI RESIDENTIAL CARE ASSOCIATION 
William A,Gamble,Mar-13,ENTIRE MISSOURI SENATE,3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$61.99 ,INDEPENDENT COLLEGES & UNIVERSITIES OF MISSOURI
William A,Gamble,Mar-13,ENTIRE MISSOURI SENATE,3/7/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$61.98 ,MISSOURI ASSOCIATION OF COUNCILS OF GOVERNMENT
William A,Gamble,Mar-13,HOUSE MAJORITY CAUCUS,3/4/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$47.99 ,MISSOURI FIRE SERVICE ALLIANCE
William A,Gamble,Mar-13,HOUSE MAJORITY CAUCUS,3/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$47.99 ,MISSOURI ASSOCIATION FOR CAREER AND TECHNICAL EDUCATION
William A,Gamble,Mar-13,HOUSE MAJORITY CAUCUS,3/25/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$47.99 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Coffee",$145.97 ,MISSOURI CIRCUIT CLERKS ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/Donuts",$92.18 ,MISSOURI CIRCUIT CLERKS ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/26/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$69.50 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/19/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$45.50 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$103.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,HOUSE MAJORITY CAUCUS,3/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$24.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,HOUSE MAJORITY CAUCUS,3/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$15.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$111.50 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$7.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,HOUSE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$23.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/20/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$23.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,HOUSE MAJORITY CAUCUS,3/20/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$96.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,"RULES, Standing",3/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$91.28 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Mar-13,"RULES, Standing",3/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$91.28 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Mar-13,"RULES, Standing",3/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$91.28 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Mar-13,"ECONOMIC DEVELOPMENT, Standing",3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$87.45 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS
William A,Gamble,Mar-13,"ECONOMIC DEVELOPMENT, Standing",3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$87.45 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Mar-13,"ECONOMIC DEVELOPMENT, Standing",3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$87.45 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Mar-13,"ECONOMIC DEVELOPMENT, Standing",3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$87.45 ,AMEREN  MISSOURI 
William A,Gamble,Mar-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",3/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$43.77 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Mar-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",3/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$43.76 ,KANSAS CITY MISSOURI
William A,Gamble,Mar-13,HOUSE MAJORITY CAUCUS,3/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$50.15 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Mar-13,"URBAN ISSUES, Standing",3/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$115.72 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Mar-13,"URBAN ISSUES, Standing",3/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$115.73 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Mar-13,"APPROPRIATIONS - INFRASTRUCTURE AND JOB CREATION, Standing",3/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$181.73 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Mar-13,ENTIRE GENERAL ASSEMBLY,3/28/2013,"Meals, Food, & Beverage","Missouri State Capitol,Jefferson City, MO/Non-alcoholic Beverages",$22.64 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,HOUSE MAJORITY CAUCUS,3/7/2013,"Meals, Food, & Beverage","Missouri State Capitol,Jefferson City, MO/Non-alcoholic Beverages",$16.38 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Mar-13,"CHILDREN, FAMILIES, AND PERSONS WITH DISABILITIES, Standing",3/12/2013,"Meals, Food, & Beverage",Lunch,$147.04 ,INDEPENDENT COLLEGES & UNIVERSITIES OF MISSOURI
William A,Gamble,Feb-13,"APPROPRIATIONS - GENERAL ADMINISTRATION, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$61.29 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Feb-13,"APPROPRIATIONS - GENERAL ADMINISTRATION, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$61.28 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Feb-13,"APPROPRIATIONS - GENERAL ADMINISTRATION, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$61.29 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/4/2013,"Meals, Food, & Beverage","Domenico's, Jefferson City, MO/Dinner",$154.55 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/4/2013,"Meals, Food, & Beverage","Domenico's, Jefferson City, MO/Dinner",$154.54 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/4/2013,"Meals, Food, & Beverage","Domenico's, Jefferson City, MO/Dinner",$154.54 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/4/2013,"Meals, Food, & Beverage","Domenico's, Jefferson City, MO/Dinner",$154.54 ,AMEREN  MISSOURI 
William A,Gamble,Feb-13,"TRANSPORTATION, Standing",2/6/2013,"Meals, Food, & Beverage","Grand Cafe, Jefferson City, MO/Dinner",$570.57 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Feb-13,"ECONOMIC DEVELOPMENT, Standing",2/6/2013,"Meals, Food, & Beverage","Grand Cafe, Jefferson City, MO/Dinner",$570.57 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Feb-13,"TRANSPORTATION AND INFRASTRUCTURE, Assigned bills",2/6/2013,"Meals, Food, & Beverage","Grand Cafe, Jefferson City, MO/Dinner",$570.57 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Feb-13,HOUSE MAJORITY CAUCUS,2/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee ",$47.99 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Feb-13,HOUSE MAJORITY CAUCUS,2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee ",$47.99 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Feb-13,"JOBS, ECONOMIC DEVELOPMENT AND LOCAL GOVERNMENT - Assigned bills",2/6/2013,"Meals, Food, & Beverage","Grand Cafe, Jefferson City, MO/Dinner",$570.58 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Feb-13,"URBAN ISSUES, Standing",2/4/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$70.08 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Feb-13,"URBAN ISSUES, Standing",2/4/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$70.08 ,MISSOURI ASSOCIATION OF COUNCILS OF GOVERNMENT
William A,Gamble,Feb-13,"URBAN ISSUES, Standing",2/4/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$70.08 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Feb-13,"URBAN ISSUES, Standing",2/4/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$70.06 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Feb-13,HOUSE MAJORITY CAUCUS,2/19/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Coffee",$47.99 ,INDEPENDENT COLLEGES & UNIVERSITIES OF MISSOURI
William A,Gamble,Feb-13,HOUSE MAJORITY CAUCUS,2/26/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$47.99 ,MISSOURI DENTAL ASSOCIATION
William A,Gamble,Feb-13,ENTIRE GENERAL ASSEMBLY,2/20/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$59.88 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS
William A,Gamble,Feb-13,ENTIRE GENERAL ASSEMBLY,2/20/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$59.89 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Feb-13,ENTIRE GENERAL ASSEMBLY,2/20/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$59.89 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Feb-13,ENTIRE GENERAL ASSEMBLY,2/20/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$59.89 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Feb-13,GOVERNMENTAL ACCOUNTABILITY AND FISCAL OVERSIGHT - Assigned bills,2/7/2013,Travel,"Sheraton Hotel at Crown Center, Kansas City, MO/Rooms",$815.08 ,KANSAS CITY MISSOURI
William A,Gamble,Feb-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",2/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$40.22 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Feb-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",2/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$40.22 ,MISSOURI ASSOCIATION OF COUNCILS OF GOVERNMENT
William A,Gamble,Feb-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",2/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$40.21 ,KANSAS CITY MISSOURI
William A,Gamble,Feb-13,"SPECIAL STANDING COMMITTEE ON SMALL BUSINESS, Standing",2/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$60.42 ,MISSOURI RESIDENTIAL CARE ASSOCIATION 
William A,Gamble,Feb-13,"SPECIAL STANDING COMMITTEE ON SMALL BUSINESS, Standing",2/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$60.41 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS
