Lob F Name,Lob L Name,Report,Group,Date,Type,Description,Cost,Principal,Amend Reason,Amend Grp ID,If Amended,Grp ID
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/24/2013,"Meals, Food, & Beverage",At State Capitol,$55.49 ,CENTURYLINK,NULL,0,Amended,6421
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/22/2013,"Meals, Food, & Beverage",Coffee in Capitol,$185.96 ,CENTURYLINK,NULL,0,Not Amended,6422
Doug,Galloway,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,"Meals, Food, & Beverage",Reception in Jefferson City,$887.97 ,CENTURYLINK,NULL,0,Not Amended,6676
Doug,Galloway,May-13,ENTIRE MISSOURI SENATE,5/16/2013,"Meals, Food, & Beverage",reception in capitol,$213.85 ,CENTURYLINK,NULL,0,Not Amended,6677
Doug,Galloway,Apr-13,"ELECTIONS, Standing",4/15/2013,"Meals, Food, & Beverage",breakfast in capitol,$129.27 ,CENTURYLINK,NULL,0,Not Amended,6678
Doug,Galloway,Apr-13,HOUSE MINORITY CAUCUS,4/15/2013,"Meals, Food, & Beverage",coffee for capitol,$300.00 ,CENTURYLINK,NULL,0,Not Amended,6679
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/9/2013,"Meals, Food, & Beverage",reception in capitol,$214.16 ,CENTURYLINK,NULL,0,Not Amended,6680
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/24/2013,"Meals, Food, & Beverage",reception in capitol,$155.80 ,CENTURYLINK,NULL,0,Not Amended,6681
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/25/2013,"Meals, Food, & Beverage",coffee in capitol,$185.96 ,CENTURYLINK,NULL,0,Amended,6682
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/25/2013,"Meals, Food, & Beverage",NULL,($185.96),CENTURYLINK,duplicate entry,6682,Amended,6683
Doug,Galloway,Apr-13,ENTIRE MISSOURI SENATE,4/24/2013,"Meals, Food, & Beverage",NULL,($55.49),CENTURYLINK,duplicate entry,6421,Amended,6684
Doug,Galloway,Aug-13,ENTIRE GENERAL ASSEMBLY,8/8/2013,"Meals, Food, & Beverage","ALEC dinner, Chicago",$248.33 ,CENTURYLINK,NULL,0,Not Amended,6845
Doug,Galloway,Aug-13,HOUSE MAJORITY CAUCUS,8/15/2013,"Meals, Food, & Beverage",dinner in St. Louis,$290.57 ,CENTURYLINK,NULL,0,Not Amended,6846
Michelle R.,Galloway,Jan-13,"RULES, Standing",1/11/2013,"Meals, Food, & Beverage",Catered lunch at MO State Cap,$292.63 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,5383
Michelle R.,Galloway,Feb-13,"UTILITIES, Standing",2/5/2013,"Meals, Food, & Beverage",Educational dinner held at Doubletree hotel in Jeff City,"$3,788.58 ",MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,5801
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/14/2013,"Meals, Food, & Beverage",Fruit for the entire house in the cap Funderburk office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,5802
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/19/2013,"Meals, Food, & Beverage",fruit for entire house in funderburk office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,5803
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/21/2013,"Meals, Food, & Beverage",fruit for entire house in funderburk office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,5804
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/26/2013,"Meals, Food, & Beverage",fruit for the entire cap in funderburk office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,5805
Michelle R.,Galloway,Feb-13,ENTIRE MISSOURI HOUSE,2/28/2013,"Meals, Food, & Beverage",fruit for the entire house in funderburks office in the cap,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,5806
Michelle R.,Galloway,Mar-13,ENTIRE MISSOURI HOUSE,3/4/2013,"Meals, Food, & Beverage",Fruit for Reps in funderburks office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6008
Michelle R.,Galloway,Mar-13,ENTIRE MISSOURI HOUSE,3/11/2013,"Meals, Food, & Beverage",fruit for reps in funderburks office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6009
Michelle R.,Galloway,Mar-13,ENTIRE MISSOURI HOUSE,3/18/2013,"Meals, Food, & Beverage",fruit for reps in funderburks office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6010
Michelle R.,Galloway,Mar-13,ENTIRE MISSOURI HOUSE,3/25/2013,"Meals, Food, & Beverage",fruit for reps in funderburks office,$51.89 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6011
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/2/2013,"Meals, Food, & Beverage",Fruit basket in Mo state capitol,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6440
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/9/2013,"Meals, Food, & Beverage",fruit basket in mo state cap,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6441
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/16/2013,"Meals, Food, & Beverage",fruit basket in missouri state cap,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6442
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/23/2013,"Meals, Food, & Beverage",fruit basket in mo state capitol,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6443
Michelle R.,Galloway,Apr-13,ENTIRE MISSOURI HOUSE,4/30/2013,"Meals, Food, & Beverage",fruit basket in Mo state capitol,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6444
Michelle R.,Galloway,May-13,ENTIRE MISSOURI HOUSE,5/7/2013,"Meals, Food, & Beverage",fruit for entire house Mo State Cap,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6715
Michelle R.,Galloway,May-13,ENTIRE MISSOURI HOUSE,5/14/2013,"Meals, Food, & Beverage",fruit for house in mo state cap,$62.36 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6716
Michelle R.,Galloway,Mar-13,ENTIRE GENERAL ASSEMBLY,3/5/2013,"Meals, Food, & Beverage",Meal served in Cap Rotunda,"$3,047.54 ",MISSOURI ENERGY DEVELOPMENT ASSOCIATION,NULL,0,Not Amended,6814
William A,Gamble,Jan-13,ENTIRE GENERAL ASSEMBLY,1/29/2013,"Meals, Food, & Beverage",Missouri State Capitol,$72.00 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5353
William A,Gamble,Jan-13,ENTIRE GENERAL ASSEMBLY,1/8/2013,"Meals, Food, & Beverage",Missouri State Capitol,$22.50 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5354
William A,Gamble,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage",Missouri State Capitol,$75.50 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5355
William A,Gamble,Jan-13,SENATE MAJORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage",Missouri State Capitol,$22.50 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5356
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/8/2013,"Meals, Food, & Beverage",Missouri State Capitol,$69.00 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5357
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/8/2013,"Meals, Food, & Beverage",Missouri State Capitol,$30.00 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5358
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/8/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Coffee",$98.89 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5368
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/8/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Coffee",$98.89 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5368
William A,Gamble,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,Other,"Columbia, MO/Rooms at Tiger Hotel/Caucus Meeting",$200.00 ,MISSOURI PHARMACY ASSOCIATION,NULL,0,Not Amended,5370
William A,Gamble,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,Other,"Columbia, MO/Rooms at Tiger Hotel/Caucus Meeting",$350.00 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5370
William A,Gamble,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,Other,"Columbia, MO/Rooms at Tiger Hotel/Caucus Meeting",$100.00 ,MISSOURI DENTAL ASSOCIATION,NULL,0,Not Amended,5370
William A,Gamble,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,Other,"Columbia, MO/Rooms at Tiger Hotel/Caucus Meeting",$100.00 ,MISSOURI RESIDENTIAL CARE ASSOCIATION ,NULL,0,Not Amended,5370
William A,Gamble,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,Other,"Columbia, MO/Rooms at Tiger Hotel/Caucus Meeting",$200.00 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5370
William A,Gamble,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,Other,"Columbia, MO/Rooms at Tiger Hotel/Caucus Meeting",$350.00 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5370
William A,Gamble,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,Other,"Columbia, MO/Rooms at Tiger Hotel/Caucus Meeting",$100.00 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS,NULL,0,Not Amended,5370
William A,Gamble,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,Other,"Columbia, MO/Rooms at Tiger Hotel/Caucus Meeting",$97.78 ,INDEPENDENT COLLEGES & UNIVERSITIES OF MISSOURI,NULL,0,Not Amended,5370
William A,Gamble,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,Other,"Columbia, MO/Rooms at Tiger Hotel/Caucus Meeting",$100.00 ,MISSOURI FIRE SERVICE ALLIANCE,NULL,0,Not Amended,5370
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Lunch",$179.64 ,INDEPENDENT COLLEGES & UNIVERSITIES OF MISSOURI,NULL,0,Not Amended,5371
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Lunch",$300.00 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5371
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Lunch",$200.00 ,AMEREN  MISSOURI ,NULL,0,Not Amended,5371
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Lunch",$200.00 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS,NULL,0,Not Amended,5371
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Lunch",$200.00 ,MISSOURI DENTAL ASSOCIATION,NULL,0,Not Amended,5371
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Lunch",$200.00 ,MISSOURI PHARMACY ASSOCIATION,NULL,0,Not Amended,5371
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Lunch",$500.00 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5371
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Lunch",$300.00 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5371
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Coffee",$98.89 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5372
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City,MO/Catered Coffee",$98.89 ,MISSOURI PHARMACY ASSOCIATION,NULL,0,Not Amended,5372
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/16/2013,"Meals, Food, & Beverage","Missouri Stste Capitol, Jefferson City, MO/Breakfast",$58.01 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5373
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/16/2013,"Meals, Food, & Beverage","Missouri Stste Capitol, Jefferson City, MO/Breakfast",$58.01 ,MISSOURI RESIDENTIAL CARE ASSOCIATION ,NULL,0,Not Amended,5373
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/16/2013,"Meals, Food, & Beverage","Missouri Stste Capitol, Jefferson City, MO/Breakfast",$58.02 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5373
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/16/2013,"Meals, Food, & Beverage","Missouri Stste Capitol, Jefferson City, MO/Breakfast",$58.02 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5373
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jeffereson City, MO/Lunch",$63.75 ,MISSOURI ASSOCIATION OF COUNCILS OF GOVERNMENT,NULL,0,Not Amended,5374
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jeffereson City, MO/Lunch",$63.75 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS,NULL,0,Not Amended,5374
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jeffereson City, MO/Lunch",$63.75 ,MISSOURI DENTAL ASSOCIATION,NULL,0,Not Amended,5374
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jeffereson City, MO/Lunch",$63.75 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5374
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$65.92 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS,NULL,0,Not Amended,5375
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$65.93 ,MISSOURI RESIDENTIAL CARE ASSOCIATION ,NULL,0,Not Amended,5375
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$65.93 ,MISSOURI DENTAL ASSOCIATION,NULL,0,Not Amended,5375
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/29/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$49.44 ,MISSOURI FIRE SERVICE ALLIANCE,NULL,0,Not Amended,5376
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/29/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$98.90 ,AMEREN  MISSOURI ,NULL,0,Not Amended,5376
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/29/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$49.45 ,MISSOURI ASSOCIATION OF COUNCILS OF GOVERNMENT,NULL,0,Not Amended,5376
William A,Gamble,Jan-13,ENTIRE GENERAL ASSEMBLY,1/3/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$44.00 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5377
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/9/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$44.00 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5378
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/16/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$14.00 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5379
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,MISSOURI DENTAL ASSOCIATION,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,INDEPENDENT COLLEGES & UNIVERSITIES OF MISSOURI,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,MISSOURI PHARMACY ASSOCIATION,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,MISSOURI RESIDENTIAL CARE ASSOCIATION ,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,AMEREN  MISSOURI ,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,ENTIRE MISSOURI SENATE,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$173.49 ,MISSOURI FIRE SERVICE ALLIANCE,NULL,0,Not Amended,5428
William A,Gamble,Jan-13,"CHILDREN, FAMILIES, AND PERSONS WITH DISABILITIES, Standing",1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$64.92 ,MISSOURI RESIDENTIAL CARE ASSOCIATION ,NULL,0,Not Amended,5454
William A,Gamble,Jan-13,"CHILDREN, FAMILIES, AND PERSONS WITH DISABILITIES, Standing",1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$64.92 ,MISSOURI COALITION OF CHILDREN AGENCIES,NULL,0,Not Amended,5454
William A,Gamble,Jan-13,"CHILDREN, FAMILIES, AND PERSONS WITH DISABILITIES, Standing",1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$64.92 ,MISSOURI PHARMACY ASSOCIATION,NULL,0,Not Amended,5454
William A,Gamble,Jan-13,"LOCAL GOVERNMENT, Standing",1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$45.24 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5455
William A,Gamble,Jan-13,"LOCAL GOVERNMENT, Standing",1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$45.25 ,AMEREN  MISSOURI ,NULL,0,Not Amended,5455
William A,Gamble,Jan-13,"LOCAL GOVERNMENT, Standing",1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$45.25 ,MISSOURI ASSOCIATION OF COUNCILS OF GOVERNMENT,NULL,0,Not Amended,5455
William A,Gamble,Jan-13,"LOCAL GOVERNMENT, Standing",1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Breakfast",$45.24 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5455
William A,Gamble,Jan-13,"WAYS AND MEANS, Standing",1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner",$43.62 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5456
William A,Gamble,Jan-13,"WAYS AND MEANS, Standing",1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner",$43.62 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5456
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/10/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$24.57 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5480
William A,Gamble,Jan-13,ENTIRE GENERAL ASSEMBLY,1/3/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Non-alcoholic Beverages",$24.57 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5481
William A,Gamble,Jan-13,SENATE MAJORITY CAUCUS,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$16.38 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5482
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/7/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$69.86 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5483
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$47.99 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5520
William A,Gamble,Jan-13,HOUSE MAJORITY CAUCUS,1/29/2013,"Meals, Food, & Beverage","Missouri state Capitol, Jefferson City, MO/Coffee",$47.99 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5521
William A,Gamble,Feb-13,HOUSE MAJORITY CAUCUS,2/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee ",$47.99 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5523
William A,Gamble,Feb-13,HOUSE MAJORITY CAUCUS,2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee ",$47.99 ,MISSOURI PHARMACY ASSOCIATION,NULL,0,Not Amended,5524
William A,Gamble,Feb-13,"APPROPRIATIONS - GENERAL ADMINISTRATION, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$61.28 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5532
William A,Gamble,Feb-13,"APPROPRIATIONS - GENERAL ADMINISTRATION, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$61.29 ,MISSOURI PHARMACY ASSOCIATION,NULL,0,Not Amended,5532
William A,Gamble,Feb-13,"APPROPRIATIONS - GENERAL ADMINISTRATION, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Lunch",$61.29 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5532
William A,Gamble,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/4/2013,"Meals, Food, & Beverage","Domenico's, Jefferson City, MO/Dinner",$154.54 ,AMEREN  MISSOURI ,NULL,0,Not Amended,5533
William A,Gamble,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/4/2013,"Meals, Food, & Beverage","Domenico's, Jefferson City, MO/Dinner",$154.54 ,MISSOURI BEVERAGE ASSOCIATION,NULL,0,Not Amended,5533
William A,Gamble,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/4/2013,"Meals, Food, & Beverage","Domenico's, Jefferson City, MO/Dinner",$154.54 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5533
William A,Gamble,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/4/2013,"Meals, Food, & Beverage","Domenico's, Jefferson City, MO/Dinner",$154.55 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5533
William A,Gamble,Feb-13,"TRANSPORTATION, Standing",2/6/2013,"Meals, Food, & Beverage","Grand Cafe, Jefferson City, MO/Dinner",$570.57 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5534
William A,Gamble,Feb-13,"ECONOMIC DEVELOPMENT, Standing",2/6/2013,"Meals, Food, & Beverage","Grand Cafe, Jefferson City, MO/Dinner",$570.57 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5535
William A,Gamble,Feb-13,"TRANSPORTATION AND INFRASTRUCTURE, Assigned bills",2/6/2013,"Meals, Food, & Beverage","Grand Cafe, Jefferson City, MO/Dinner",$570.57 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5536
William A,Gamble,Feb-13,"JOBS, ECONOMIC DEVELOPMENT AND LOCAL GOVERNMENT - Assigned bills",2/6/2013,"Meals, Food, & Beverage","Grand Cafe, Jefferson City, MO/Dinner",$570.58 ,MISSOURI RAILROAD ASSOCIATION,NULL,0,Not Amended,5538
William A,Gamble,Feb-13,"URBAN ISSUES, Standing",2/4/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Dinner ",$70.08 ,AMERISTAR CASINO HOTEL KANSAS CITY INC,NULL,0,Not Amended,5540
