Lob F Name,Lob L Name,Report,Pub Off,Recipient,Date,Type,Description,Cost,Principal,Amend Reason,Amend Indv ID,If Amended,Indv ID
Gary L.,Burton,May-13,,"RICHARD, RON  - Senator",5/17/2013,"Meals, Food, & Beverage",,$7.44 ,MISSOURI ASSOCIATION OF CAREER FIRE PROTECTION DISTRICTS,,0,Not Amended,36030
Gary L.,Burton,May-13,,"FLANIGAN, TOM - Representative",5/1/2013,"Meals, Food, & Beverage",,$59.13 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36013
Gary L.,Burton,May-13,,"LEARA, MIKE - Representative",5/1/2013,"Meals, Food, & Beverage",,$59.13 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36014
Gary L.,Burton,May-13,,"DEMPSEY, TOM - Senator",5/17/2013,"Meals, Food, & Beverage",,$25.31 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36033
Gary L.,Burton,May-13,,"KEHOE, MIKE  - Senator",5/17/2013,"Meals, Food, & Beverage",,$25.31 ,MISSOURI AMERICAN WATER ,,0,Amended,36034
Gary L.,Burton,May-13,,"RICHARD, RON  - Senator",5/17/2013,"Meals, Food, & Beverage",,$25.31 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36035
Gary L.,Burton,May-13,"RICHARD, RON  - Senator",Dusty Schnieders - Employee or Staff,5/17/2013,"Meals, Food, & Beverage",,$25.31 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36036
Gary L.,Burton,May-13,"DEMPSEY, TOM - Senator",Kit Crancer - Employee or Staff,5/17/2013,"Meals, Food, & Beverage",,$25.31 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36037
Gary L.,Burton,May-13,,"ZERR, ANNE - Representative",5/1/2013,"Meals, Food, & Beverage",,$59.13 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36016
Gary L.,Burton,May-13,,"FLANIGAN, TOM - Representative",5/2/2013,"Meals, Food, & Beverage",,$159.24 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36017
Gary L.,Burton,May-13,,"SCHMITT, ERIC - Senator",5/13/2013,"Meals, Food, & Beverage",,$20.94 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36018
Gary L.,Burton,May-13,,"FLANIGAN, TOM - Representative",5/15/2013,"Meals, Food, & Beverage",,$233.45 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36019
Gary L.,Burton,May-13,,"ALLEN, SUE - Representative",5/16/2013,"Meals, Food, & Beverage",,$52.65 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36020
Gary L.,Burton,May-13,,"FLANIGAN, TOM - Representative",5/16/2013,"Meals, Food, & Beverage",,$52.65 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36021
Gary L.,Burton,May-13,,"HAEFNER, MARSHA  - Representative",5/16/2013,"Meals, Food, & Beverage",,$52.65 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36022
Gary L.,Burton,May-13,,"ALLEN, SUE - Representative",5/1/2013,"Meals, Food, & Beverage",,$59.13 ,MISSOURI AMERICAN WATER ,,0,Not Amended,36010
Gary L.,Burton,May-13,,"KEHOE, MIKE  - Senator",5/17/2013,"Meals, Food, & Beverage",NULL,($7.44),MISSOURI ASSOCIATION OF CAREER FIRE PROTECTION DISTRICTS,reimbursed expense,36029,Amended,36620
Gary L.,Burton,May-13,,"KEHOE, MIKE  - Senator",5/17/2013,"Meals, Food, & Beverage",NULL,($25.31),MISSOURI AMERICAN WATER ,reimbursed expense,36034,Amended,36621
Gary L.,Burton,Jun-13,"FLANIGAN, TOM - Representative",Sean Grove - Employee or Staff,6/19/2013,Entertainment,Sporting event ticket,$72.00 ,BURTON-LIESE,,0,Amended,37112
Gary L.,Burton,Jun-13,"DEMPSEY, TOM - Senator",Don Thalhuber - Employee or Staff,6/4/2013,Entertainment,Sporting event ticket,$56.00 ,BURTON-LIESE,,0,Not Amended,37113
Gary L.,Burton,Jun-13,"FLANIGAN, TOM - Representative",Sean Grove - Employee or Staff,6/19/2013,Entertainment,NULL,($72.00),BURTON-LIESE,Incorrectly attributed,37112,Amended,37137
Gary L.,Burton,Jul-13,,"TORPEY, NOEL  - Representative",7/5/2013,Entertainment,Sporting event ticket,$60.00 ,BURTON-LIESE,,0,Not Amended,37442
Brent Kendall,Butler,Jan-13,,"WIELAND, PAUL  - Representative",1/30/2013,"Meals, Food, & Beverage",beverages,$60.31 ,MISSOURI INSURANCE COALITION,,0,Not Amended,30033
Calvin W,Call,Apr-13,,"WILSON, KENNETH  - Representative",4/11/2013,"Meals, Food, & Beverage","Nick's Restaurant, Jefferson City, MO/breakfast",$14.00 ,MISSOURI INSURANCE COALITION,,0,Not Amended,34097
Calvin W,Call,May-13,,"WIELAND, PAUL  - Representative",5/8/2013,"Meals, Food, & Beverage",beverages,$90.47 ,MISSOURI INSURANCE COALITION,,0,Not Amended,36031
Calvin W,Call,May-13,,"GOSEN, DON  - Representative",5/6/2013,"Meals, Food, & Beverage",beverages,$39.85 ,MISSOURI INSURANCE COALITION,,0,Not Amended,36032
Steven R,Carroll,Jan-13,,"GRISAMORE, JEFF - Representative",1/16/2013,"Meals, Food, & Beverage","J. Pfenny's, Jefferson City, MO",$6.00 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,29934
Steven R,Carroll,Jan-13,,"HOSKINS, DENNY L - Representative",1/16/2013,"Meals, Food, & Beverage","J. Pfenny's, Jefferson City, MO  65101",$6.00 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,29935
Steven R,Carroll,Jan-13,,"NETH, MYRON  - Representative",1/16/2013,"Meals, Food, & Beverage","J. Pfenny's. Jefferson City, MO",$7.50 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,29932
Steven R,Carroll,Feb-13,,"LEARA, MIKE - Representative",2/6/2013,"Meals, Food, & Beverage",Office beverages,$100.68 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,30860
Steven R,Carroll,Feb-13,,"GRISAMORE, JEFF - Representative",2/20/2013,"Meals, Food, & Beverage",Beverages,$11.00 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,30861
Steven R,Carroll,Mar-13,,"CURTIS, COURTNEY  - Representative",3/20/2013,"Meals, Food, & Beverage",Beverage,$3.00 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,32696
Steven R,Carroll,Mar-13,,"NASHEED, JAMILAH  - Senator",3/4/2013,"Meals, Food, & Beverage",Office beverages,$57.90 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,32686
Steven R,Carroll,Mar-13,,"LEARA, MIKE - Representative",3/6/2013,"Meals, Food, & Beverage",Office beverages,$36.36 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,32687
Steven R,Carroll,Mar-13,,"ELMER, KEVIN  - Representative",3/6/2013,"Meals, Food, & Beverage",Office beverages,$22.72 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,32688
Steven R,Carroll,Mar-13,,"ZERR, ANNE - Representative",3/7/2013,"Meals, Food, & Beverage",Office beverages,$50.92 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,32692
Steven R,Carroll,Mar-13,,"CHAPPELLE-NADAL, MARIA N. - Senator",3/11/2013,"Meals, Food, & Beverage",Office beverages,$85.67 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,32694
Steven R,Carroll,Mar-13,,"NETH, MYRON  - Representative",3/6/2013,"Meals, Food, & Beverage",Office beverages,$46.54 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,32690
Steven R,Carroll,Apr-13,,"BERRY, T.J.  - Representative",4/4/2013,"Meals, Food, & Beverage",Office Beverages,$111.75 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,33312
Steven R,Carroll,Apr-13,,DUNN. RANDY  - Representative,4/8/2013,"Meals, Food, & Beverage",Office Beverages,$37.75 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,33314
Steven R,Carroll,Apr-13,,"MCGAUGH, JOE DON - Representative",4/10/2013,"Meals, Food, & Beverage","Office Lunch, Capitol Building",$94.60 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,33316
Steven R,Carroll,May-13,,"GRAY, ROCHELLE WALTON - Representative",5/2/2013,"Meals, Food, & Beverage",office refreshments,$86.33 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,35237
Steven R,Carroll,May-13,,"RUNIONS, JOE  - Representative",5/14/2013,"Meals, Food, & Beverage",office refreshments,$50.26 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,35238
Steven R,Carroll,Jul-13,,"CHAPPELLE-NADAL, MARIA N. - Senator",7/25/2013,"Meals, Food, & Beverage","Office refreshments, State Capitol",$200.74 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,37440
Steven R,Carroll,Aug-13,,"STREAM, RICK - Representative",8/24/2013,Entertainment,4 Cardinals baseball tickets,$400.00 ,STEVEN R. CARROLL & ASSOCIATES,,0,Not Amended,37613
Katherine,Casas,Jan-13,,"HUBBARD, PENNY V.  - Representative",1/7/2013,"Meals, Food, & Beverage",,$6.39 ,CHILDREN'S EDUCATION COUNCIL OF MISSOURI,,0,Not Amended,30120
Katherine,Casas,Jan-13,,"NASHEED, JAMILAH  - Senator",1/14/2013,"Meals, Food, & Beverage",,$270.10 ,CHILDREN'S EDUCATION COUNCIL OF MISSOURI,,0,Not Amended,30113
Katherine,Casas,Jan-13,,"NASHEED, JAMILAH  - Senator",1/7/2013,"Meals, Food, & Beverage",,$6.39 ,CHILDREN'S EDUCATION COUNCIL OF MISSOURI,,0,Not Amended,30117
Katherine,Casas,Feb-13,,"NASHEED, JAMILAH  - Senator",2/23/2014,"Meals, Food, & Beverage",Legislative Black Caucus Dinner,$222.40 ,CHILDREN'S EDUCATION COUNCIL OF MISSOURI,,0,Amended,31679
Katherine,Casas,Feb-13,,"NASHEED, JAMILAH  - Senator",2/23/2013,"Meals, Food, & Beverage",Meal for Black Caucus,$222.40 ,CHILDREN'S EDUCATION COUNCIL OF MISSOURI,New Entry,0,Not Amended,36528
Katherine,Casas,Feb-13,,"NASHEED, JAMILAH  - Senator",2/23/2014,"Meals, Food, & Beverage",NULL,($222.40),CHILDREN'S EDUCATION COUNCIL OF MISSOURI,wrong date,31679,Amended,36526
Katherine,Casas,Apr-13,"DIEHL, JOHN J JR - Representative",Joe Lakin - Employee or Staff,5/10/2013,"Meals, Food, & Beverage",Grand Cafe,$22.15 ,CHILDREN'S EDUCATION COUNCIL OF MISSOURI,,0,Not Amended,35014
C.K.,"Casteel, Jr.",Mar-13,,"KELLY, CHRIS - Representative",3/12/2013,"Meals, Food, & Beverage",Dinner,$25.00 ,ST. LOUIS REGIONAL CHAMBER ,,0,Not Amended,32174
C.K.,"Casteel, Jr.",Mar-13,,"MITTEN, GINA  - Representative",3/12/2013,"Meals, Food, & Beverage",Dinner,$25.00 ,ST. LOUIS REGIONAL CHAMBER ,,0,Not Amended,32175
C.K.,"Casteel, Jr.",Apr-13,,"DIEHL, JOHN J JR - Representative",4/23/2013,"Meals, Food, & Beverage",Cocktails,$14.00 ,ST. LOUIS REGIONAL CHAMBER ,,0,Not Amended,33164
C.K.,"Casteel, Jr.",Apr-13,,"ZERR, ANNE - Representative",4/9/2013,"Meals, Food, & Beverage",Dinner,$80.00 ,ST. LOUIS REGIONAL CHAMBER ,,0,Not Amended,33165
C.K.,"Casteel, Jr.",Aug-13,,"SCHMITT, ERIC - Senator",8/27/2013,"Meals, Food, & Beverage",Breakfast.  Discussed 2014 legislative strategy.,$26.00 ,ST. LOUIS REGIONAL CHAMBER ,,0,Not Amended,37687
C.K.,"Casteel, Jr.",Aug-13,,"ZERR, ANNE - Representative",8/2/2013,"Meals, Food, & Beverage",Lunch.  Discussed 2014 legislaive priorities.,$26.00 ,ST. LOUIS REGIONAL CHAMBER ,,0,Not Amended,37690
Leann,Chilton,Feb-13,,"WALSH, GINA  - Senator",2/25/2013,"Meals, Food, & Beverage",Lunch with Leann Chilton BJC HealthCare Dir Govt Relations,$17.05 ,BJC HEALTHCARE,,0,Not Amended,30962
Leann,Chilton,Feb-13,Staff Dir - Senator Walsh Office - Public Official,Janssen Thomas - Employee or Staff,2/25/2013,"Meals, Food, & Beverage","Lunch with Leann Chilton, BJC Dir Gov Relations",$17.05 ,BJC HEALTHCARE,,0,Not Amended,30963
Leann,Chilton,May-13,,"RICHARDSON, TODD  - Representative",5/30/2013,"Meals, Food, & Beverage",BJC @ The Ballpark  Cardinals vs Royals  BJC Suite,$88.00 ,BJC HEALTHCARE,,0,Not Amended,35254
Leann,Chilton,Jul-13,,"MUNZLINGER, BRIAN - Senator",7/22/2013,"Meals, Food, & Beverage",Lunch Meeting in Jefferson City,$15.00 ,BJC HEALTHCARE,,0,Not Amended,37165
Leann,Chilton,Jul-13,"MUNZLINGER, BRIAN - Senator",PAT THOMAS - Employee or Staff,7/22/2013,"Meals, Food, & Beverage",Lunch Meeting in Jefferson City,$15.00 ,BJC HEALTHCARE,,0,Not Amended,37168
Leann,Chilton,Aug-13,,"SATER, DAVID  - Senator",8/26/2013,"Meals, Food, & Beverage",Lunch Meeting,$9.88 ,BJC HEALTHCARE,,0,Not Amended,37563
Heath C,Clarkston,Jan-13,,"WEBBER, STEPHEN - Representative",1/4/2013,"Meals, Food, & Beverage",,$12.80 ,RAI SERVICES COMPANY,,0,Not Amended,29982
Heath C,Clarkston,Jan-13,"SCHAEFER, KURT - Senator",Yancy Williams - Employee or Staff,1/4/2013,"Meals, Food, & Beverage",,$12.80 ,RAI SERVICES COMPANY,,0,Not Amended,29983
Heath C,Clarkston,Jan-13,"SCHAEFER, KURT - Senator",Yancy Williams - Employee or Staff,1/22/2013,"Meals, Food, & Beverage",,$40.18 ,"GALLAGHER CONSULTANTS, LLC",,0,Not Amended,29984
Heath C,Clarkston,Jan-13,"SCHAEFER, KURT - Senator",Yancy Williams - Employee or Staff,1/28/2013,"Meals, Food, & Beverage",,$27.00 ,RAI SERVICES COMPANY,,0,Not Amended,29993
Heath C,Clarkston,Jan-13,,"BROWN, DAN W.  - Senator",1/24/2013,"Meals, Food, & Beverage",,$109.88 ,MISSOURI VETERINARY MEDICAL ASSOCIATION,,0,Not Amended,29991
Heath C,Clarkston,Jan-13,,"PACE, SHARON L  - Representative",1/30/2013,"Meals, Food, & Beverage",NULL,($10.75),RAI SERVICES COMPANY,Error in reporting,30167,Amended,30601
Heath C,Clarkston,Jan-13,,"PACE, SHARON L  - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Amended,30167
Heath C,Clarkston,Jan-13,,"GRAY, ROCHELLE WALTON - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30168
Heath C,Clarkston,Jan-13,,"HUBBARD, PENNY V.  - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30169
Heath C,Clarkston,Jan-13,,"WEBB, STEVE - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30170
Heath C,Clarkston,Jan-13,,"GARDNER, KIMBERLY  - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30164
Heath C,Clarkston,Jan-13,,"CURTIS, COURTNEY  - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30165
Heath C,Clarkston,Jan-13,,"BUTLER, MICHAEL  - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30162
Heath C,Clarkston,Jan-13,,"BEATTY, GAIL MCCANN  - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30159
Heath C,Clarkston,Jan-13,,"MAY, KARLA  - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30160
Heath C,Clarkston,Jan-13,,"NASHEED, JAMILAH  - Senator",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30155
Heath C,Clarkston,Jan-13,,"ELLINGTON, BRANDON - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30156
Heath C,Clarkston,Jan-13,,"SMITH, CLEM  - Representative",1/30/2013,"Meals, Food, & Beverage",,$10.75 ,RAI SERVICES COMPANY,,0,Not Amended,30157
Heath C,Clarkston,Feb-13,,"SCHARNHORST, DWIGHT D. - Representative",2/7/2013,"Meals, Food, & Beverage",,$64.47 ,"GALLAGHER CONSULTANTS, INC.",,0,Not Amended,31240
Heath C,Clarkston,Feb-13,,"GATSCHENBERGER, CHUCK - Representative",2/19/2013,"Meals, Food, & Beverage",,$60.30 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,31241
Heath C,Clarkston,Mar-13,,"WEBBER, STEPHEN - Representative",3/5/2013,"Meals, Food, & Beverage",,$11.00 ,RAI SERVICES COMPANY,,0,Not Amended,32641
Heath C,Clarkston,Mar-13,"SCHAEFER, KURT - Senator",Yancy Williams - Employee or Staff,3/5/2013,"Meals, Food, & Beverage",,$11.00 ,RAI SERVICES COMPANY,,0,Not Amended,32642
Heath C,Clarkston,Mar-13,,"SCHARNHORST, DWIGHT D. - Representative",3/1/2013,Entertainment,St. Louis Blues Hockey ticket,$200.00 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,32643
Heath C,Clarkston,Mar-13,"SCHARNHORST, DWIGHT D. - Representative",Rea Scharnhorst - Spouse or Child,3/1/2013,Entertainment,St. Louis Blues Hockey ticket,$200.00 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,32644
Heath C,Clarkston,Mar-13,,"SCHARNHORST, DWIGHT D. - Representative",3/8/2013,"Meals, Food, & Beverage",,$106.04 ,"GALLAGHER CONSULTANTS, INC.",,0,Not Amended,32646
Heath C,Clarkston,Mar-13,"SCHARNHORST, DWIGHT D. - Representative",Rea Scharnhorst - Employee or Staff,3/8/2013,"Meals, Food, & Beverage",,$106.03 ,"GALLAGHER CONSULTANTS, INC.",,0,Not Amended,32647
Heath C,Clarkston,Mar-13,,"SCHARNHORST, DWIGHT D. - Representative",3/9/2013,"Meals, Food, & Beverage",,$13.12 ,"GALLAGHER CONSULTANTS, INC.",,0,Not Amended,32648
Heath C,Clarkston,Mar-13,"SCHARNHORST, DWIGHT D. - Representative",Rea Scharnhorst - Employee or Staff,3/9/2013,"Meals, Food, & Beverage",,$13.11 ,"GALLAGHER CONSULTANTS, INC.",,0,Not Amended,32650
Heath C,Clarkston,Mar-13,,"SCHARNHORST, DWIGHT D. - Representative",3/11/2013,"Meals, Food, & Beverage",,$30.00 ,"GALLAGHER CONSULTANTS, INC.",,0,Not Amended,32651
Heath C,Clarkston,Mar-13,"SCHAEFER, KURT - Senator",Whitney Jones - Employee or Staff,3/5/2013,"Meals, Food, & Beverage",,$11.00 ,RAI SERVICES COMPANY,,0,Not Amended,32665
Heath C,Clarkston,Apr-13,,"OTTO, BILL - Representative",4/24/2013,"Meals, Food, & Beverage",NULL,($34.12),RAI SERVICES COMPANY,Reimbursed for expenditure,34534,Amended,35056
Heath C,Clarkston,Apr-13,Senate Research - Public Official,Kayla Cruder - Employee or Staff,4/3/2013,"Meals, Food, & Beverage",,$57.16 ,RAI SERVICES COMPANY,,0,Not Amended,34685
Heath C,Clarkston,Apr-13,Senate Telecommunications - Public Official,Kathy Parris - Employee or Staff,4/3/2013,"Meals, Food, & Beverage",,$57.16 ,RAI SERVICES COMPANY,,0,Not Amended,34686
Heath C,Clarkston,Apr-13,,"HUBBARD, PENNY V.  - Representative",4/8/2013,"Meals, Food, & Beverage",,$46.93 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34445
Heath C,Clarkston,Apr-13,"DIEHL, JOHN J JR - Representative",Joe Lakin - Employee or Staff,4/5/2013,"Meals, Food, & Beverage",,$15.08 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34443
Heath C,Clarkston,Apr-13,,"WEBBER, STEPHEN - Representative",4/4/2013,"Meals, Food, & Beverage",,$14.00 ,JEFFREY E. SMITH COMPANIES,,0,Not Amended,34441
Heath C,Clarkston,Apr-13,,"SMITH, CLEM  - Representative",4/8/2013,"Meals, Food, & Beverage",,$46.93 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34447
Heath C,Clarkston,Apr-13,,"CURTIS, COURTNEY  - Representative",4/8/2013,"Meals, Food, & Beverage",,$46.93 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34448
Heath C,Clarkston,Apr-13,,"PIERSON, TOMMIE  - Representative",4/8/2013,"Meals, Food, & Beverage",,$46.93 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34449
Heath C,Clarkston,Apr-13,,"MAY, KARLA  - Representative",4/8/2013,"Meals, Food, & Beverage",,$46.93 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34450
Heath C,Clarkston,Apr-13,"AUSTIN, KEVIN  - Representative",Scott Pearson - Employee or Staff,4/10/2013,"Meals, Food, & Beverage",,$62.16 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34456
Heath C,Clarkston,Apr-13,,"SCHARNHORST, DWIGHT D. - Representative",4/9/2013,"Meals, Food, & Beverage",,$28.27 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34453
Heath C,Clarkston,Apr-13,,"SCHARNHORST, DWIGHT D. - Representative",4/24/2013,"Meals, Food, & Beverage",,$168.75 ,RAI SERVICES COMPANY,,0,Not Amended,34472
Heath C,Clarkston,Apr-13,,"LEARA, MIKE - Representative",4/23/2013,"Meals, Food, & Beverage",,$113.64 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34470
Heath C,Clarkston,Apr-13,,"NIEVES, BRIAN  - Senator",4/17/2013,"Meals, Food, & Beverage",,$51.14 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34466
Heath C,Clarkston,Apr-13,"NIEVES, BRIAN  - Senator",Dave Bailey - Employee or Staff,4/17/2013,"Meals, Food, & Beverage",,$51.14 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34467
Heath C,Clarkston,Apr-13,,"FUNDERBURK, DOUG - Representative",4/23/2013,"Meals, Food, & Beverage",,$113.64 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34468
Heath C,Clarkston,Apr-13,,"LYNCH, STEVE  - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34530
Heath C,Clarkston,Apr-13,,"SHUMAKE, LINDELL F.  - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34537
Heath C,Clarkston,Apr-13,,"SCHARNHORST, DWIGHT D. - Representative",4/29/2013,"Meals, Food, & Beverage",,$33.04 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34542
Heath C,Clarkston,Apr-13,,"FREDERICK, KEITH  - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34525
Heath C,Clarkston,Apr-13,,"GRISAMORE, JEFF - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34528
Heath C,Clarkston,Apr-13,,"MUNTZEL, DAVE  - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34533
Heath C,Clarkston,Apr-13,,"OTTO, BILL - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Amended,34534
Heath C,Clarkston,Apr-13,,"FRAKER, LYNDALL  - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34522
Heath C,Clarkston,Apr-13,,"COOKSON, STEVE  - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34519
Heath C,Clarkston,Apr-13,,"DOHRMAN, DEAN  - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34520
Heath C,Clarkston,Apr-13,,"SCHARNHORST, DWIGHT D. - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34512
Heath C,Clarkston,Apr-13,,"ELLINGTON, BRANDON - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34515
Heath C,Clarkston,Apr-13,,"GATSCHENBERGER, CHUCK - Representative",4/24/2013,"Meals, Food, & Beverage",,$34.12 ,RAI SERVICES COMPANY,,0,Not Amended,34509
Heath C,Clarkston,Apr-13,,"SCHARNHORST, DWIGHT D. - Representative",4/30/2013,"Meals, Food, & Beverage",,$61.31 ,RAI SERVICES COMPANY,,0,Not Amended,34550
Heath C,Clarkston,Apr-13,"SCHAEFER, KURT - Senator",Yancy Williams - Employee or Staff,4/29/2013,"Meals, Food, & Beverage",,$33.04 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,34545
Heath C,Clarkston,May-13,"BROWN, DAN W.  - Senator",Jared Brown - Employee or Staff,5/3/2013,"Meals, Food, & Beverage",,$29.17 ,"GALLAGHER CONSULTANTS, INC.",,0,Not Amended,36333
Heath C,Clarkston,May-13,,"SCHATZ, DAVE  - Representative",5/6/2013,"Meals, Food, & Beverage",,$35.00 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,36334
Heath C,Clarkston,May-13,,"DAVIS, CHARLIE  - Representative",5/6/2013,"Meals, Food, & Beverage",,$35.00 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,36335
Heath C,Clarkston,May-13,,"FREDERICK, KEITH  - Representative",5/6/2013,"Meals, Food, & Beverage",,$35.00 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,36336
Heath C,Clarkston,May-13,,"KORMAN, BART  - Representative",5/6/2013,"Meals, Food, & Beverage",,$35.00 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,36337
Heath C,Clarkston,May-13,,"SOMMER, CHRISSY - Representative",5/6/2013,"Meals, Food, & Beverage",,$35.00 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,36338
Heath C,Clarkston,May-13,,"FRAKER, LYNDALL  - Representative",5/6/2013,"Meals, Food, & Beverage",,$35.00 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,36339
Heath C,Clarkston,May-13,,"GOSEN, DON  - Representative",5/6/2013,"Meals, Food, & Beverage",,$35.00 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,36340
Heath C,Clarkston,May-13,"SCHAEFER, KURT - Senator",Yancy Williams - Employee or Staff,5/14/2013,"Meals, Food, & Beverage",,$46.78 ,GLAZER`S FAMILY OF COMPANIES,,0,Not Amended,36347
Heath C,Clarkston,May-13,"SCHAEFER, KURT - Senator",Yancy Williams - Employee or Staff,5/14/2013,"Meals, Food, & Beverage",,$37.00 ,JEFFREY E. SMITH COMPANIES,,0,Not Amended,36348
Heath C,Clarkston,May-13,,"SCHAEFER, KURT - Senator",5/15/2013,"Meals, Food, & Beverage",,$83.63 ,JEFFREY E. SMITH COMPANIES,,0,Not Amended,36349
